Date,Product,Quantity,Price,Customer_ID,Region,Total_Sales,Month,Profit
2024-01-06,Laptop,7,40870,CUST006,South,286090,1,57218.0
2024-01-07,Laptop,8,40599,CUST007,South,324792,1,64958.4
2024-01-08,Laptop,7,7818,CUST008,West,54726,1,10945.2
2024-01-09,Tablet,3,33150,CUST009,North,99450,1,19890.0
2024-01-10,Laptop,3,45716,CUST010,West,137148,1,27429.600000000002
2024-01-11,Monitor,6,6674,CUST011,West,40044,1,8008.8
2024-01-12,Phone,1,13148,CUST012,West,13148,1,2629.6000000000004
2024-01-13,Phone,7,21418,CUST013,East,149926,1,29985.2
2024-01-14,Headphones,5,5176,CUST014,East,25880,1,5176.0
2024-01-15,Headphones,0,34606,CUST015,West,0,1,0.0
2024-01-16,Phone,10,41685,CUST016,South,416850,1,83370.0
2024-01-17,Phone,4,14065,CUST017,South,56260,1,11252.0
2024-01-18,Tablet,4,19357,CUST018,North,77428,1,15485.6
2024-01-19,Tablet,2,44014,CUST019,West,88028,1,17605.600000000002
2024-01-20,Laptop,8,42065,CUST020,North,336520,1,67304.0
2024-01-21,Laptop,4,37374,CUST021,East,149496,1,29899.2
2024-01-22,Tablet,2,7623,CUST022,West,15246,1,3049.2000000000003
2024-01-23,Laptop,7,29809,CUST023,North,208663,1,41732.600000000006
2024-01-24,Headphones,-1,17454,CUST024,West,-17454,1,-3490.8
2024-01-25,Monitor,4,9551,CUST025,West,38204,1,7640.8
2024-01-26,Laptop,1,26733,CUST026,North,26733,1,5346.6
2024-01-27,Tablet,0,38195,CUST027,North,0,1,0.0
2024-01-28,Tablet,5,43836,CUST028,North,219180,1,43836.0
2024-01-29,Headphones,2,44716,CUST029,North,89432,1,17886.4
2024-01-30,Tablet,11,12631,CUST030,North,138941,1,27788.2
2024-01-31,Tablet,5,33941,CUST031,East,169705,1,33941.0
2024-02-01,Phone,2,16489,CUST032,South,32978,2,6595.6
2024-02-02,Tablet,5,20647,CUST033,South,103235,2,20647.0
2024-02-03,Tablet,4,48588,CUST034,East,194352,2,38870.4
2024-02-04,Tablet,7,4201,CUST035,South,29407,2,5881.400000000001
2024-02-05,Tablet,4,46175,CUST036,East,184700,2,36940.0
2024-02-06,Phone,4,39189,CUST037,North,156756,2,31351.2
2024-02-07,Monitor,10,18777,CUST038,East,187770,2,37554.0
2024-02-08,Monitor,0,40526,CUST039,South,0,2,0.0
2024-02-09,Phone,4,12337,CUST040,South,49348,2,9869.6
2024-02-10,Monitor,1,19689,CUST041,West,19689,2,3937.8
2024-02-11,Phone,0,18978,CUST042,West,0,2,0.0
2024-02-12,Tablet,7,42351,CUST043,West,296457,2,59291.4
2024-02-13,Monitor,2,42544,CUST044,West,85088,2,17017.600000000002
2024-02-14,Phone,1,39624,CUST045,East,39624,2,7924.8
2024-02-15,Tablet,2,10141,CUST046,West,20282,2,4056.4
2024-02-16,Phone,7,29747,CUST047,North,208229,2,41645.8
2024-02-17,Monitor,3,6005,CUST048,West,18015,2,3603.0
2024-02-18,Laptop,3,31995,CUST049,South,95985,2,19197.0
2024-02-19,Laptop,5,43451,CUST050,West,217255,2,43451.0
2024-02-20,Phone,10,14945,CUST051,West,149450,2,29890.0
2024-02-21,Headphones,0,32759,CUST052,West,0,2,0.0
2024-02-22,Monitor,7,23873,CUST053,North,167111,2,33422.200000000004
2024-02-23,Tablet,4,1133,CUST054,North,4532,2,906.4000000000001
2024-02-24,Tablet,5,4692,CUST055,South,23460,2,4692.0
2024-02-25,Phone,3,37624,CUST056,North,112872,2,22574.4
2024-02-26,Monitor,6,37715,CUST057,East,226290,2,45258.0
2024-02-27,Monitor,0,4290,CUST058,East,0,2,0.0
2024-02-28,Laptop,7,14775,CUST059,South,103425,2,20685.0
2024-02-29,Headphones,2,13566,CUST060,South,27132,2,5426.400000000001
2024-03-01,Tablet,5,29922,CUST061,North,149610,3,29922.0
2024-03-02,Laptop,8,19424,CUST062,South,155392,3,31078.4
2024-03-03,Monitor,10,24692,CUST063,East,246920,3,49384.0
2024-03-04,Laptop,7,17503,CUST064,West,122521,3,24504.2
2024-03-05,Phone,8,44952,CUST065,South,359616,3,71923.2
2024-03-06,Laptop,8,14362,CUST066,North,114896,3,22979.2
2024-03-07,Headphones,1,43894,CUST067,East,43894,3,8778.800000000001
2024-03-08,Laptop,2,33472,CUST068,North,66944,3,13388.800000000001
2024-03-09,Tablet,3,22821,CUST069,North,68463,3,13692.6
2024-03-10,Laptop,8,35699,CUST070,South,285592,3,57118.4
2024-03-11,Phone,6,34508,CUST071,West,207048,3,41409.600000000006
2024-03-12,Headphones,9,18729,CUST072,East,168561,3,33712.200000000004
2024-03-13,Headphones,8,49717,CUST073,West,397736,3,79547.20000000001
2024-03-14,Tablet,4,16632,CUST074,South,66528,3,13305.6
2024-03-15,Monitor,4,24275,CUST075,North,97100,3,19420.0
2024-03-16,Phone,7,16404,CUST076,South,114828,3,22965.600000000002
2024-03-17,Laptop,5,2901,CUST077,South,14505,3,2901.0
2024-03-18,Tablet,8,26385,CUST078,East,211080,3,42216.0
2024-03-19,Tablet,8,19353,CUST079,North,154824,3,30964.800000000003
2024-03-20,Phone,5,48808,CUST080,South,244040,3,48808.0
2024-03-21,Laptop,3,27528,CUST081,East,82584,3,16516.8
2024-03-22,Headphones,0,48258,CUST082,South,0,3,0.0
2024-03-23,Laptop,10,42910,CUST083,North,429100,3,85820.0
2024-03-24,Phone,10,39841,CUST084,South,398410,3,79682.0
2024-03-25,Laptop,5,7531,CUST085,South,37655,3,7531.0
2024-03-26,Monitor,6,10923,CUST086,North,65538,3,13107.6
2024-03-27,Tablet,2,3113,CUST087,West,6226,3,1245.2
2024-03-28,Phone,5,4074,CUST088,West,20370,3,4074.0
2024-03-29,Laptop,8,38216,CUST089,North,305728,3,61145.600000000006
2024-03-30,Monitor,4,8800,CUST090,East,35200,3,7040.0
2024-03-31,Laptop,1,7759,CUST091,North,7759,3,1551.8000000000002
2024-04-01,Tablet,5,30277,CUST092,South,151385,4,30277.0
2024-04-02,Headphones,4,43700,CUST093,South,174800,4,34960.0
2024-04-03,Laptop,6,17533,CUST094,South,105198,4,21039.600000000002
2024-04-04,Tablet,9,19413,CUST095,West,174717,4,34943.4
2024-04-05,Tablet,9,21319,CUST096,North,191871,4,38374.200000000004
2024-04-06,Headphones,3,7491,CUST097,West,22473,4,4494.6
2024-04-07,Tablet,6,26251,CUST098,East,157506,4,31501.2
2024-04-08,Monitor,3,30171,CUST099,North,90513,4,18102.600000000002
2024-04-09,Headphones,4,22508,CUST100,South,90032,4,18006.4
2024-01-01,Phone,7,36816,CUST001,East,257712,1,51542.4
2024-01-02,Headphones,5,14869,CUST002,North,74345,1,14869.0
2024-01-03,Phone,1,22733,CUST003,West,22733,1,4546.6
2024-01-04,Headphones,3,30741,CUST004,East,92223,1,18444.600000000002
2024-01-05,Laptop,10,39053,CUST005,North,390530,1,78106.0
2024-01-06,Laptop,5,40416,CUST006,South,202080,1,40416.0
2024-01-07,Laptop,7,40804,CUST007,South,285628,1,57125.600000000006
2024-01-08,Laptop,8,7648,CUST008,West,61184,1,12236.800000000001
2024-01-09,Tablet,4,32268,CUST009,North,129072,1,25814.4
2024-01-10,Laptop,3,44743,CUST010,West,134229,1,26845.800000000003
2024-01-11,Monitor,10,6740,CUST011,West,67400,1,13480.0
2024-01-12,Phone,3,12974,CUST012,West,38922,1,7784.400000000001
2024-01-13,Phone,8,21304,CUST013,East,170432,1,34086.4
2024-01-14,Headphones,6,3391,CUST014,East,20346,1,4069.2000000000003
2024-01-15,Headphones,0,35105,CUST015,West,0,1,0.0
2024-01-16,Phone,9,42295,CUST016,South,380655,1,76131.0
2024-01-17,Phone,7,12781,CUST017,South,89467,1,17893.4
2024-01-18,Tablet,2,18850,CUST018,North,37700,1,7540.0
2024-01-19,Tablet,3,44485,CUST019,West,133455,1,26691.0
2024-01-20,Laptop,9,41893,CUST020,North,377037,1,75407.40000000001
2024-01-21,Laptop,4,35570,CUST021,East,142280,1,28456.0
2024-01-22,Tablet,2,7022,CUST022,West,14044,1,2808.8
2024-01-23,Laptop,7,29461,CUST023,North,206227,1,41245.4
2024-01-24,Headphones,3,17241,CUST024,West,51723,1,10344.6
2024-01-25,Monitor,4,9990,CUST025,West,39960,1,7992.0
2024-01-26,Laptop,5,26421,CUST026,North,132105,1,26421.0
2024-01-27,Tablet,2,38093,CUST027,North,76186,1,15237.2
2024-01-28,Tablet,6,44070,CUST028,North,264420,1,52884.0
2024-01-29,Headphones,0,44885,CUST029,North,0,1,0.0
2024-01-30,Tablet,11,12157,CUST030,North,133727,1,26745.4
2024-01-31,Tablet,5,34409,CUST031,East,172045,1,34409.0
2024-02-01,Phone,4,17967,CUST032,South,71868,2,14373.6
2024-02-02,Tablet,4,21654,CUST033,South,86616,2,17323.2
2024-02-03,Tablet,1,48217,CUST034,East,48217,2,9643.4
2024-02-04,Tablet,4,3491,CUST035,South,13964,2,2792.8
2024-02-05,Tablet,5,46311,CUST036,East,231555,2,46311.0
2024-02-06,Phone,7,40475,CUST037,North,283325,2,56665.0
2024-02-07,Monitor,6,19794,CUST038,East,118764,2,23752.800000000003
2024-02-08,Monitor,0,39245,CUST039,South,0,2,0.0
2024-02-09,Phone,5,11525,CUST040,South,57625,2,11525.0
2024-02-10,Monitor,-1,19580,CUST041,West,-19580,2,-3916.0
2024-02-11,Phone,2,17616,CUST042,West,35232,2,7046.400000000001
2024-02-12,Tablet,4,43691,CUST043,West,174764,2,34952.8
2024-02-13,Monitor,4,43181,CUST044,West,172724,2,34544.8
2024-02-14,Phone,2,39956,CUST045,East,79912,2,15982.400000000001
2024-02-15,Tablet,3,11918,CUST046,West,35754,2,7150.8
2024-02-16,Phone,4,30278,CUST047,North,121112,2,24222.4
2024-02-17,Monitor,0,6804,CUST048,West,0,2,0.0
2024-02-18,Laptop,3,32964,CUST049,South,98892,2,19778.4
2024-02-19,Laptop,3,44635,CUST050,West,133905,2,26781.0
2024-02-20,Phone,9,14854,CUST051,West,133686,2,26737.2
2024-02-21,Headphones,-1,32990,CUST052,West,-32990,2,-6598.0
2024-02-22,Monitor,6,24149,CUST053,North,144894,2,28978.800000000003
2024-02-23,Tablet,7,831,CUST054,North,5817,2,1163.4
2024-02-24,Tablet,7,5267,CUST055,South,36869,2,7373.8
2024-02-25,Phone,1,37237,CUST056,North,37237,2,7447.400000000001
2024-02-26,Monitor,5,37668,CUST057,East,188340,2,37668.0
2024-02-27,Monitor,0,4475,CUST058,East,0,2,0.0
2024-02-28,Laptop,4,16151,CUST059,South,64604,2,12920.800000000001
2024-02-29,Headphones,4,14024,CUST060,South,56096,2,11219.2
2024-03-01,Tablet,5,30711,CUST061,North,153555,3,30711.0
2024-03-02,Laptop,7,19148,CUST062,South,134036,3,26807.2
2024-03-03,Monitor,7,25140,CUST063,East,175980,3,35196.0
2024-03-04,Laptop,5,17494,CUST064,West,87470,3,17494.0
2024-03-05,Phone,8,44726,CUST065,South,357808,3,71561.6
2024-03-06,Laptop,8,14550,CUST066,North,116400,3,23280.0
2024-03-07,Headphones,1,45322,CUST067,East,45322,3,9064.4
2024-03-08,Laptop,5,35080,CUST068,North,175400,3,35080.0
2024-03-09,Tablet,3,24208,CUST069,North,72624,3,14524.800000000001
2024-03-10,Laptop,10,35501,CUST070,South,355010,3,71002.0
2024-03-11,Phone,5,34770,CUST071,West,173850,3,34770.0
2024-03-12,Headphones,9,18456,CUST072,East,166104,3,33220.8
2024-03-13,Headphones,8,48990,CUST073,West,391920,3,78384.0
2024-03-14,Tablet,4,16855,CUST074,South,67420,3,13484.0
2024-03-15,Monitor,8,24221,CUST075,North,193768,3,38753.6
2024-03-16,Phone,4,17409,CUST076,South,69636,3,13927.2
2024-03-17,Laptop,8,2564,CUST077,South,20512,3,4102.400000000001
2024-03-18,Tablet,11,25938,CUST078,East,285318,3,57063.600000000006
2024-03-19,Tablet,8,19671,CUST079,North,157368,3,31473.600000000002
2024-03-20,Phone,2,49896,CUST080,South,99792,3,19958.4
2024-03-21,Laptop,4,27879,CUST081,East,111516,3,22303.2
2024-03-22,Headphones,1,47871,CUST082,South,47871,3,9574.2
2024-03-23,Laptop,9,44627,CUST083,North,401643,3,80328.6
2024-03-24,Phone,10,41061,CUST084,South,410610,3,82122.0
2024-03-25,Laptop,2,8436,CUST085,South,16872,3,3374.4
2024-03-26,Monitor,9,12518,CUST086,North,112662,3,22532.4
2024-03-27,Tablet,4,3614,CUST087,West,14456,3,2891.2000000000003
2024-03-28,Phone,4,3716,CUST088,West,14864,3,2972.8
2024-03-29,Laptop,6,38639,CUST089,North,231834,3,46366.8
2024-03-30,Monitor,5,10421,CUST090,East,52105,3,10421.0
2024-03-31,Laptop,0,7808,CUST091,North,0,3,0.0
2024-04-01,Tablet,3,30302,CUST092,South,90906,4,18181.2
2024-04-02,Headphones,7,43704,CUST093,South,305928,4,61185.600000000006
2024-04-03,Laptop,8,16800,CUST094,South,134400,4,26880.0
2024-04-04,Tablet,8,19902,CUST095,West,159216,4,31843.2
2024-04-05,Tablet,9,21650,CUST096,North,194850,4,38970.0
2024-04-06,Headphones,1,7704,CUST097,West,7704,4,1540.8000000000002
2024-04-07,Tablet,4,26792,CUST098,East,107168,4,21433.600000000002
2024-04-08,Monitor,3,30701,CUST099,North,92103,4,18420.600000000002
2024-04-09,Headphones,7,23196,CUST100,South,162372,4,32474.4
